start_m,start_s,end_m,end_s,half,from,to,type,subtype,nearest_pressure,start_x,start_y,end_x,end_y,press_x,press_y
50,1,50,2,2,saka,,dribble,b,,42.1,66.7,45.1,64.9,,
50,2,50,3,2,saka,elneny,pass,b,,45.1,64.9,48.4,57.3,,
50,3,50,7,2,elneny,,dribble,s,fernandes,48.4,57.3,41.2,39.9,,
50,7,50,8,2,elneny,smith_rowe,pass,f,elanga,41.2,39.9,32.4,24.2,,
50,8,50,10,2,smith_rowe,,dribble,f,elanga,32.4,24.2,29.1,25.2,,
50,10,,,2,dalot,,won,tackled,,28,25.5,,,,
50,10,,,2,nketiah,,won,loose.ball,,27,30.6,,,,
50,10,50,13,2,nketiah,tavares,pass,f,,27,30.6,13.1,17.5,,
50,13,50,14,2,tavares,,dribble,s,dalot,13.1,17.5,13.8,24,,
50,14,50,15,2,tavares,,shot,offtarget.out,lindelof,13.8,24,0.5,40.3,,
50,30,,,2,de_gea,,set,goalkick,,5.6,41.4,,,,
50,30,50,33,2,de_gea,varane,pass,f,,5.6,41.4,8.3,46.5,,
50,33,50,36,2,varane,,dribble,s,,8.3,46.5,14.4,46.4,,
50,36,50,38,2,varane,lindelof,pass,s,,14.4,46.4,12.1,17.3,,
50,38,50,42,2,lindelof,de_gea,pass,s,,12.1,17.3,4.5,33.1,,
50,42,50,44,2,de_gea,varane,pass,f,saka,4.5,33.1,11.4,53.5,,
50,44,50,47,2,varane,,dribble,f,,11.4,53.5,15.5,61.5,,
50,47,,,2,varane,telles,pass,f,,15.5,61.5,25.6,67.9,,
50,48,50,49,2,telles,ronaldo,pass,f,saka,25.6,67.9,35.6,66.9,,
51,0,,,2,cedric,,set,throwin,,30.4,67.9,,,,
51,0,51,2,2,cedric,elneny,pass,b.a,,30.4,67.9,33.7,62.4,,
51,2,51,4,2,elneny,,dribble,s,matic,33.7,62.4,35.8,58.4,,
51,4,51,6,2,elneny,xhaka,pass,s,mctominay,35.8,58.4,37.6,36.7,,
51,28,,,2,elneny,,set,freekick,,41.2,27,,,,
51,28,51,30,2,elneny,xhaka,pass,f,,41.2,27,35.8,16.2,,
51,30,51,32,2,xhaka,,dribble,f,fernandes,35.8,16.2,28.4,16.3,,
51,33,,,2,telles,,clearance,intercepted.cross,,8.9,40.7,,,,
51,35,,,2,saka,,won,loose.ball,,25.8,49.6,,,,
51,35,51,38,2,saka,,dribble,b.a,matic,25.8,49.6,26.8,37,,
51,38,51,39,2,saka,,shot,offtarget.out,matic,26.8,37,-1.8,38.7,,
51,52,,,2,de_gea,,set,goalkick,,4.9,36.7,,,,
51,52,51,53,2,de_gea,varane,pass,f,,4.9,36.7,9.2,48.6,,
51,53,51,56,2,varane,telles,pass,f,,9.2,48.6,20.7,64,,
51,56,51,58,2,telles,,dribble,f,saka,20.7,64,26.2,63.9,,
51,58,51,59,2,telles,fernandes,pass,f,saka,26.2,63.9,47.4,62.1,,
51,59,52,2,2,fernandes,,dribble,b,elneny,47.4,62.1,44.1,64.4,,
52,2,52,4,2,fernandes,varane,pass,b,,44.1,64.4,27.2,61.5,,
52,5,52,7,2,varane,lindelof,pass,s,,27.2,61.5,22.6,24.3,,
52,7,52,10,2,lindelof,,dribble,f,nketiah,22.6,24.3,38.8,16.4,,
52,10,52,11,2,lindelof,elanga,pass,f,nketiah,38.8,16.4,59.9,1.9,,
52,12,52,13,2,elanga,dalot,pass,f,smith_rowe,59.9,1.9,54.2,7.4,,
52,14,52,,2,gabriel,,won,loose.ball,,68.7,10.5,,,,
52,15,52,16,2,gabriel,xhaka,pass,f,,68.7,10.5,62.8,13.8,,
52,20,52,21,2,xhaka,gabriel,pass,b,mctominay,62.8,13.8,71.5,9.3,,
52,23,52,27,2,gabriel,,dribble,f,mctominay,71.5,9.3,,,,
52,40,,42,2,xhaka,,set,freekick,,48.4,8.1,,,,
52,40,52,42,2,xhaka,elneny,pass,s,,48.4,8.1,50.9,13.8,,
52,42,52,43,2,elneny,xhaka,pass,s,,50.9,13.8,52.5,9,,
52,43,52,45,2,xhaka,white,pass,b,elanga,52.5,9,69.6,30,,
52,45,52,50,2,white,,dribble,f,,69.6,30,59.5,47.3,,
52,50,52,51,2,white,saka,pass,f,,59.5,47.3,44.5,66.9,,
52,51,52,56,2,saka,cedric,pass,b,telles,44.5,66.9,49,66.3,,
52,56,52,57,2,cedric,,dribble,b,,49,66.3,52.8,63.1,,
52,57,52,59,2,cedric,white,pass,b,,52.8,63.1,57.7,56.3,,
53,4,,,2,de_gea,,collect,loose.ball,,15,37.4,,,,
53,4,53,8,2,de_gea,,carry,s,,15,37.4,14.9,33.7,,
53,8,53,9,2,de_gea,lindelof,pass,s,,14.9,33.7,18.1,23.6,,
53,12,53,14,2,lindelof,de_gea,pass,b,nketiah,18.1,23.6,7,34.7,,
53,17,53,18,2,de_gea,varane,pass,f,,7,34.7,12.8,51.9,,
53,19,53,20,2,varane,telles,pass,f,odegaard,12.8,51.9,25.3,65.1,,
53,21,53,22,2,telles,fernandes,pass,f,saka,25.3,65.1,34.1,65.7,,
53,22,53,24,2,fernandes,sancho,pass,f,cedric,34.1,65.7,46.3,65.5,,
53,40,,,2,telles,,set,throwin,,38.9,66.9,,,,
53,44,53,46,2,matic,ronaldo,pass,f,odegaard,40.4,62.5,55.1,66,,
53,46,53,48,2,ronaldo,sancho,pass,f,odegaard,55.1,66,67.1,66.4,,
53,48,53,53,2,sancho,,dribble,f,white,67.1,66.4,83.8,60.2,,
53,54,,,2,matic,,won,loose.ball,,78.5,56.7,,,,
53,54,53,56,2,matic,,dribble,f,white,78.5,56.7,85.9,52,,
53,56,,,2,elneny,,won,minor.touch.ground,,90.9,50.8,,,,
53,57,,,2,elanga,,won,loose.ball,,91.7,48,,,,
53,57,53,58,2,elanga,matic,pass,b.a,matic,91.7,48,87.2,47.2,,
53,58,53,1,2,matic,sancho,pass,f,elneny,87.2,47.2,100.7,57.2,,
53,1,,,2,sancho,,won,force.clearance,saka,100.7,57.2,,,,
53,1,,,2,saka,,clearance,out,,100.8,57,105,57,,
54,20,,,2,fernandes,,set,cornerkick,,106,68,,,,
54,22,54,22,2,fernandes,matic,pass,cross,,106,68,99.6,28.5,,
56,58,57,2,2,ramsdale,,set,goalkick,,102,35,,,,
57,8,57,11,2,sancho,,dribble,f,cedric,57.8,50.5,63.2,65.7,,
57,11,57,12,2,sancho,fernandes,pass,s,elneny,63.2,65.7,64.5,61.2,,
57,12,57,13,2,fernandes,,dribble,f,,64.5,61.2,64.5,60,,
57,13,,,2,white,,won,minor.touch.ground,,81.2,60.9,,,,
57,15,57,18,2,sancho,,won,loose.ball,cedric,95.4,66,,,,
57,18,,,2,cedric,sancho,won,challenge.ground.won,,93.5,64,,,,
57,19,,,2,odegaard,,won,loose.ball,,91.6,61.8,,,,
57,20,57,25,2,odegaard,,clearance,out,,94,60,,,,
57,44,,,2,telles,,set,throwin,,41.1,68,,,,
57,46,,,2,cedric,,won,intercepted.throwin.head,,55.7,67.8,,,,
57,47,,,2,matic,,won,loose.ball,odegaard,48.5,64.8,,,,
57,47,57,48,2,matic,mctominay,pass,header,odegaard,48.5,64.8,46.5,55.7,,
57,48,57,50,2,mctominay,,dribble,f,elneny,46.5,55.7,50.2,57.2,,
57,50,,,2,elneny,,won,intercepted.dribble,,50.3,57.2,,,,
57,52,,,2,telles,,won,loose.ball,,46.7,66.1,,,,
57,53,,,2,cedric,,won,loose.header,,55.2,65.1,,,,
57,55,,,2,mctominay,,won,loose.header,,49.8,61.4,,,,
57,56,,,2,elneny,,won,loose.header,,58.7,61.4,,,,
57,57,,,2,matic,fernandes,pass,f,saka,49.8,61.4,58.2,64.8,,
57,58,58,0,2,fernandes,,dribble,f,elneny,58.2,64.8,60.7,65,,
58,14,,,2,telles,,set,freekick,,63.5,63.8,,,,
58,15,58,17,2,telles,mctominay,pass,s,,63.5,63.8,58.7,42.8,,
58,18,58,20,2,mctominay,elanga,pass,through.ball,nketiah,58.7,42.8,81.1,25.2,,
58,21,58,22,2,elanga,,shot.attack,ontarget.parried.out,,81.1,25.2,,,,
58,22,58,23,2,ramsdale,,shot.defence,parried.out,,99.6,35.3,104.4,41.7,,
58,41,,,2,fernandes,,set,cornerkick,,105,68,,,,
58,43,,,2,white,,won,intercepted.cross,,100.3,38.8,,,,
58,44,,,2,telles,,won,loose.ball,,82.6,33.1,,,,
58,47,,,2,telles,,won,loose.ball,odegaard,81.3,34.3,,,,
58,47,58,48,2,telles,matic,pass,s,odegaard,81.3,34.3,76.9,42.3,,
58,50,,,2,xhaka,,won,minor.touch.aerial,,88,36,,,,
58,50,,,2,tavares,,clearance,header,,92.8,30.7,,,,
58,51,,,2,lindelof,,won,loose.ball,smith_rowe,85.1,28.3,,,,
58,52,,,2,lindelof,mctominay,pass,f,smith_rowe,85.1,28.3,89.8,21.8,,
58,52,58,56,2,mctominay,,dribble,f,nketiah,89.8,21.8,101.7,13.8,,
58,56,,,2,mctominay,,won,force.clearance,nketiah,101.7,13.8,,,,
58,56,58,58,2,nketiah,,clearance,out,,102,15.9,102,0,,
59,15,,,2,dalot,,set,throwin,,96,0.2,,,,
59,17,,,2,nketiah,,won,intercepted.throwin.head,,100.9,21.2,,,,
59,18,,,2,lindelof,,won,loose.ball,,85.1,18.4,,,,
59,18,59,19,2,lindelof,fernandes,pass,f,odegaard,85.1,18.4,89.4,22.6,,
59,19,59,20,2,fernandes,ronaldo,pass,f,elneny,89.4,22.6,96.9,30.6,,
59,20,59,21,2,ronaldo,,shot.attack,ontarget.goal.offside,,96.9,30.6,105.1,36.2,,
59,20,,,2,ramsdale,,shot.defence,ontarget.goal.offside,,102,34.7,,,,
60,58,59,3,2,ramsdale,,set,goalkick,,94,30.3,,,,
61,9,61,10,2,matic,lindelof,set,freekick,,36.4,54.7,26.2,45.1,,
61,10,61,14,2,lindelof,,dribble,s,,26.2,45.1,30,27.4,,
61,14,61,15,2,lindelof,dalot,pass,s,,30,27.4,29.1,4.1,,
61,16,61,17,2,dalot,mctominay,pass,f,smith_rowe,29.1,4.1,33.1,16.8,,
61,17,61,18,2,mctominay,ronaldo,pass,f,xhaka,33.1,16.8,46.9,11.3,,
61,18,,,2,gabriel,ronaldo,won,tackled,,48,10.9,,,,
61,20,,,2,smith_rowe,,won,loose.ball,,44.2,6.2,,,,
61,21,,,2,smith_rowe,nketiah,pass,f,,44.2,6.2,37.1,18.7,,
61,21,61,26,2,nketiah,,dribble,s,,37.1,18.7,37.5,36.5,,
61,26,61,28,2,nketiah,saka,pass,f,,37.5,36.5,33.7,60.9,,
61,29,,,2,saka,cedric,pass,f,,33.7,60.9,12.2,57.8,,
61,51,61,52,2,lindelof,dalot,pass,s,nketiah,8.7,20.6,12.5,6.6,,
61,53,61,56,2,dalot,de_gea,pass,b,smith_rowe,12.5,6.6,8.3,28,,
61,58,61,59,2,de_gea,varane,pass,f,,8.3,28,12.5,49.3,,
62,0,62,1,2,varane,telles,dribble,f,odegaard,12.5,49.3,19.3,53.4,,
62,1,62,2,2,varane,telles,pass,f,odegaard,19.3,53.4,35.3,66.7,,
62,2,62,3,2,telles,fernandes,pass,f,saka,35.3,66.7,40.6,63.8,,
62,3,62,6,2,fernandes,,dribble,b,saka,40.6,63.8,37.5,66.7,,
62,6,62,7,2,fernandes,matic,pass,s,saka,37.5,66.7,33.4,60.9,,
62,7,,,2,matic,telles,pass,f,,33.4,60.9,43.7,64.2,,
62,7,62,12,2,telles,,dribble,f,xhaka,43.7,64.2,66.3,56,,
62,12,62,14,2,telles,ronaldo,pass,s,xhaka,66.3,56,81,22.3,,
62,14,62,16,2,ronaldo,,dribble,f,smith_rowe,81,22.3,97.1,23.2,,
62,16,62,17,2,ronaldo,dalot,pass,f,smith_rowe,97.1,23.2,104,30.3,,
62,17,62,18,2,dalot,,shot.attack,woodwork.in,tavares,104,30.3,104,32.1,,
62,17,,,2,ramsdale,,shot.defence,,,103.4,32.1,,,,
62,21,,,2,smith_rowe,,won,loose.ball,dalot,93,10.9,,,,
62,22,,,2,dalot,,won,tackle,,90.7,6,,,,
62,22,62,23,2,dalot,,won,deflect.ball.out.off.opponent,,90.7,5.9,90.7,0,,
62,37,62,28,2,varane,telles,pass,s,,56.7,40.7,60.7,50,,
62,41,62,42,2,telles,varane,pass,s,saka,60.7,50,56.8,43.8,,
62,42,62,45,2,varane,lindelof,pass,s,nketiah,56.8,43.8,47.6,24.1,,
62,45,62,46,2,lindelof,mctominay,pass,f,xhaka,47.6,24.1,53.1,18.2,,
63,18,63,20,2,ronaldo,matic,pass,s,odegaard,66.8,34.4,66.8,29.6,,
63,20,63,22,2,matic,,dribble,f,nketiah,66.8,29.6,70.9,29,,
63,22,63,23,2,matic,dalot,pass,s,nketiah,70.9,29,76,7.6,,
63,24,63,25,2,dalot,elanga,pass,f,martinelli,76,7.6,79.7,3.3,,
63,25,63,26,2,elanga,dalot,pass,b.a,martinelli,79.7,3.3,74.3,6,,
63,26,63,27,2,dalot,matic,pass,s,martinelli,74.3,6,73.7,15.7,,
64,9,,,2,ramsdale,,set,goalkick,,99,36.4,,,,
64,28,,,2,telles,,set,throwin,,38.9,67.4,,,,
64,29,,,2,xhaka,,won,intercepted.throwin,,47.2,61.2,,,,
64,29,,,2,xhaka,odegaard,pass,f,,47.2,61.2,44.3,61.4,,
64,30,,,2,odegaard,martinelli,pass,s,,44.3,61.4,43.1,53.8,,
64,31,64,35,2,martinelli,,dribble,b,fernandes,43.1,53.8,49.8,45.4,,
64,35,64,36,2,martinelli,saka,pass,f,fernandes,49.8,45.4,39.2,65.6,,
64,39,64,41,2,saka,white,pass,b,,39.2,65.6,55.8,52.6,,
64,43,64,44,2,white,,dribble,s,,55.8,52.6,55.4,43.9,,
64,44,64,47,2,white,tavares,pass,f,mctominay,55.4,43.9,40.9,9.3,,
64,47,,,2,dalot,tavares,won,challenge.ground.won,,41.1,9.7,,,,
64,48,64,50,2,dalot,,dribble,f,tavares,41.1,9.7,54.4,15.1,,
64,50,64,50,2,dalot,mctominay,pass,s,tavares,54.4,15.1,59,27.3,,
64,50,64,54,2,mctominay,,dribble,f,,59,27.3,75,36.1,,
64,54,64,55,2,mctominay,fernandes,pass,s,white,75,36.1,71,48.2,,
64,55,64,59,2,fernandes,,dribble,f,elneny,71,48.2,95.2,57.5,,
64,59,65,3,2,fernandes,,pass,cross.unmet.in,,95.2,57.5,95.3,11.6,,
65,3,65,4,2,elanga,dalot,pass,b.a,xhaka,95.3,11.6,83.6,10.9,,
65,6,65,7,2,dalot,mctominay,pass,s,martinelli,83.6,10.9,85.7,26.4,,
65,7,65,8,2,mctominay,,dribble,f,nketiah,85.7,26.4,87.3,31.4,,
65,9,,,2,cedric,,won,intercepted.p,,92.9,36.6,,,,
66,9,,,2,ramsdale,,set,freekick,,89,34,,,,
66,13,,,2,matic,,won,aerial.won,,39.4,58.1,,,,
66,43,66,46,2,mctominay,,dribble,f,odegaard,57.2,60,63.1,60.3,,
67,10,,,2,cedric,,set,throwin,,63.1,68.2,,,,
67,12,67,15,2,odegaard,,dribble,b,matic,56.9,66.6,60.4,66.6,,
67,17,,,2,telles,,won,loose.ball,,56.7,66.7,,,,
67,18,,,2,xhaka,,won,intercepted.p,,66.1,48.6,,,,
67,18,67,20,2,xhaka,martinelli,pass,f,elanga,66.1,48.6,56.8,38.6,,
67,21,67,22,2,martinelli,tavares,pass,b.a,,56.8,38.6,60.2,21.2,,
67,22,67,24,2,tavares,,dribble,f,elanga,60.2,21.2,53.6,14.3,,
67,24,,,2,elanga,,won,intercepted.dribble,,51.9,14.8,,,,
67,52,,,2,dalot,,set,freekick,,51.1,9.3,,,,
67,52,67,53,2,dalot,mctominay,set,freekick,,51.1,9.3,45.8,10.2,,
67,53,67,55,2,dalot,ronaldo,pass,f,xhaka,45.8,10.2,67.8,14,,
67,55,67,56,2,ronaldo,elanga,pass,s,gabriel,67.8,14,72,7.5,,
67,57,,,2,elanga,ronaldo,pass,s,martinelli,72,7.5,68.4,15.1,,
67,58,67,59,2,ronaldo,,dribble,s,gabriel,68.4,15.1,66.8,18.9,,
68,2,,,2,ramsdale,,won,loose.ball,,93.6,33.7,,,,
68,16,68,17,2,ramsdale,white,pass,s,,92.9,39.1,92.9,52,,
68,17,68,18,2,white,ramsdale,pass,s,fernandes,92.9,52,96.3,35.3,,
68,19,68,20,2,ramsdale,white,pass,s,fernandes,96.3,35.3,95.6,50.9,,
68,21,68,22,2,white,elneny,pass,s,fernandes,95.6,50.9,84.2,50.3,,
68,22,68,23,2,elneny,cedric,pass,s,fernandes,84.2,50.3,79.8,65.2,,
68,23,68,25,2,cedric,,dribble,f,fernandes,79.8,65.2,69.5,65.2,,
68,25,68,26,2,cedric,odegaard,pass,f,fernandes,69.5,65.2,60.2,65.1,,
68,28,68,28,2,mctominay,,won,duel.won,,64.7,53.8,,,,
68,28,68,29,2,mctominay,lindelof,pass,b.a,elneny,64.7,53.8,62.1,48.5,,
68,29,68,31,2,lindelof,,dribble,f,nketiah,62.1,48.5,68.6,45.4,,
68,31,68,32,2,lindelof,ronaldo,pass,f,martinelli,68.6,45.4,74.2,36.6,,
68,32,68,34,2,ronaldo,dalot,pass,s,xhaka,74.2,36.6,79,12.5,,
68,40,,,2,dalot,,dribble,s,xhaka,79,12.5,79.3,16.6,,
68,41,68,42,2,dalot,lindelof,pass,b.a,xhaka,79.3,16.6,68,14.7,,
68,43,68,44,2,lindelof,matic,pass,s,nketiah,68,14.7,58.3,38.4,,
68,44,68,45,2,lindelof,,dribble,f,odegaard,58.3,38.4,61.4,44,,
68,45,68,46,2,matic,telles,pass,f,odegaard,61.4,44,75.6,64.6,,
68,49,68,50,2,telles,matic,pass,b,,75.6,64.6,63.2,55,,
68,51,68,52,2,matic,varane,pass,b,,63.2,55,54.7,41.1,,
68,52,68,54,2,varane,lindelof,pass,s,,54.7,41.1,58.2,22.8,,
68,54,68,57,2,lindelof,,dribble,f,,58.2,22.8,77.3,12.1,,
68,57,68,58,2,lindelof,elanga,pass,f,martinelli,77.3,12.1,81.2,1.4,,
68,59,69,1,2,elanga,,dribble,s,nketiah,81.2,1.4,79.9,11.2,,
69,1,69,2,2,elanga,mctominay,pass,b.a,nketiah,79.9,11.2,67.1,17.2,,
69,3,69,6,2,mctominay,telles,pass,f,,67.1,17.2,83.8,55.4,,
69,8,,,2,gabriel,,clearance,header,,93.3,36.6,,,,
69,10,,,2,odegaard,,won,loose.ball,,78.8,40.1,,,,
69,11,69,12,2,odegaard,tavares,pass,s,ronaldo,78.8,40.1,82.1,25.8,,
69,12,69,18,2,tavares,,dribble,f,,82.1,25.8,36.5,9.9,,
69,18,69,20,2,tavares,nketiah,pass,s,,36.5,9.9,36.7,2.9,,
69,21,69,22,2,nketiah,xhaka,pass,b,elanga,36.7,2.9,45.7,10.7,,
69,24,69,26,2,xhaka,odegaard,pass,f,,45.7,10.7,32,51.3,,
69,26,69,28,2,odegaard,,dribble,f,,32,51.3,28.8,54.8,,
69,28,69,29,2,odegaard,saka,pass,f,sancho,28.8,54.8,16.2,59.7,,
69,29,69,31,2,saka,,dribble,f,sancho,16.2,59.7,10.3,52.1,,
69,32,,,2,varane,,clearance,loose.ball,martinelli,8,40.2,,,,
69,35,,,2,elneny,,won,loose.ball,ronaldo,38.5,50.6,,,,
69,35,69,36,2,elneny,cedric,pass,f,ronaldo,38.5,50.6,30.9,63.6,,
69,38,69,39,2,cedric,elneny,pass,b,,30.9,63.6,38,52.3,,
69,40,69,41,2,elneny,xhaka,pass,s,fernandes,38,52.3,39.7,40.4,,
69,42,69,43,2,xhaka,odegaard,pass,f,fernandes,39.7,40.4,35.4,53.5,,
69,43,69,45,2,odegaard,,dribble,f,,35.4,53.5,31.5,51.4,,
69,45,,,2,odegaard,saka,pass,f,,31.5,51.4,13.1,50.5,,
69,45,69,47,2,saka,,dribble,f,telles,13.1,50.5,11.3,48.5,,
69,47,,,2,telles,,won,blocked.pass,,10.5,47.3,,,,
69,48,,,2,varane,,clearance,,,10.9,46.8,,,,
69,50,,,2,fernandes,,won,loose.ball,,26.5,41.5,,,,
69,51,,,2,elneny,,won,loose.ball,,28.9,41.5,,,,
69,51,,,2,elneny,xhaka,pass,s,,28.9,41.5,29.2,37.6,,
69,52,69,53,2,xhaka,,shot,ontarget.goal,,29.2,37.6,0,36.4,,
69,53,,,2,de_gea,,shot.defence,ontarget.goal,,2.5,35.9,,,,
71,31,71,33,2,dalot,,dribble,s,martinelli,35.4,12.4,34.4,17.2,,
71,33,71,34,2,dalot,lindelof,pass,b,martinelli,34.4,17.2,24.1,20.4,,
71,35,71,37,2,lindelof,,dribble,s,nketiah,24.1,20.4,19.8,27.6,,
71,37,71,40,2,lindelof,varane,pass,s,nketiah,19.8,27.6,24,58,,
71,43,,,2,cedric,,won,intercepted.p,,57.7,64,,,,
71,44,,,2,telles,,won,intercepted.p,saka,48.3,63.9,,,,
71,47,,,2,white,,won,loose.ball,,66,60.2,,,,
71,47,71,49,2,white,gabriel,pass,b,fernandes,66,60.2,78.9,45.1,,
71,51,71,54,2,gabriel,tavares,pass,s,,78.9,45.1,80.4,3.8,,
73,33,,,2,dalot,,set,throwin,,45.5,0.7,,,,
73,33,73,35,2,dalot,lindelof,pass,b,,45.5,0.7,25.8,5.6,,
73,35,73,39,2,lindelof,,dribble,s,,25.8,5.6,32.1,12.4,,
73,39,73,41,2,lindelof,varane,pass,s,,32.1,12.4,35,50,,
73,41,73,43,2,varane,telles,pass,s,,35,50,42.7,62.5,,
73,45,73,46,2,telles,varane,pass,b,,42.7,62.5,28.8,56.9,,
73,47,73,48,2,varane,lindelof,pass,b,nketiah,28.8,56.9,23.1,32.5,,
73,49,73,54,2,lindelof,,dribble,f,,23.1,32.5,29.2,28.9,,
73,54,73,55,2,lindelof,varane,pass,s,,29.2,28.9,34,49,,
73,55,73,58,2,varane,,dribble,f,,34,49,42.5,51.1,,
73,59,74,1,2,varane,lindelof,pass,s,,42.5,51.1,38.4,20.1,,
74,1,74,4,2,lindelof,,dribble,f,,38.4,20.1,57.3,14.3,,
74,4,74,5,2,lindelof,elanga,pass,f,xhaka,57.3,14.3,73.5,17,,
74,5,74,7,2,elanga,fernandes,pass,b.a,xhaka,73.5,17,70.1,20.6,,
74,21,,,2,fernandes,,set,freekick,,67.2,15.1,,,,
74,21,74,23,2,fernandes,dalot,pass,f,,67.2,15.1,76.1,4.9,,
74,23,74,26,2,dalot,,dribble,f,martinelli,76.1,4.9,96.4,9.3,,
74,27,,,2,elneny,,clearance,header,,96.1,30.3,,,,
74,29,,,2,nketiah,,won,loose.ball,,80.1,22.7,,,,
75,14,,,2,ramsdale,,set,goalkick,,83.7,23.6,,,,
75,18,,,2,dalot,,won,intercepted.longball,martinelli,16.1,6.6,,,,
75,19,,,2,xhaka,,won,loose.ball,mctominay,24.8,5.2,,,,
75,19,75,21,2,xhaka,martinelli,pass,b,dalot,24.8,5.2,18,2,,
75,21,75,22,2,martinelli,elneny,pass,b.a,dalot,18,2,28.1,11.1,,
75,22,,,2,elneny,xhaka,pass,s,fernandes,28.1,11.1,29.5,7.5,,
75,22,75,23,2,xhaka,elneny,pass,f,mctominay,29.5,7.5,27.8,14.5,,
75,23,75,25,2,elneny,,dribble,f,matic,27.8,14.5,21.5,12.7,,
75,26,,,2,elneny,nketiah,pass,s,mctominay,21.5,12.7,21.3,8.1,,
75,26,75,29,2,nketiah,,dribble,s,mctominay,21.3,8.1,21.5,2.9,,
75,31,75,33,2,nketiah,,dribble,f,mctominay,21.5,2.9,9,7.4,,
75,33,,,2,dalot,nketiah,won,tackle,,8.8,8.3,,,,
75,33,75,35,2,dalot,,dribble,b,nketiah,8.8,8.3,5,4.7,,
75,35,75,37,2,dalot,,clearance,,nketiah,5,4.7,,,,
75,37,,,2,gabriel,,won,loose.ball,,38.9,4.8,,,,
75,37,75,40,2,gabriel,,dribble,b,,38.9,4.8,49.8,8.7,,
75,41,75,42,2,gabriel,tavares,pass,b,fernandes,49.8,8.7,43.7,12.3,,
75,42,75,46,2,tavares,,dribble,s,elanga,43.7,12.3,49.7,20.5,,
77,0,,,2,gabriel,,set,freekick,,48.3,20.7,,,,
77,0,77,0,2,gabriel,elneny,pass,f,,48.3,20.7,46.5,24.2,,
77,0,77,2,2,elneny,gabriel,pass,b,lingard,46.5,24.2,52.3,18.1,,
77,3,,,2,sancho,,won,intercepted.p,,37.9,1,,,,
77,5,,,2,gabriel,,won,intercepted.p,lingard,52.3,6.2,,,,
77,6,,,2,dalot,,won,intercepted.p,martinelli,27.3,11.3,,,,
77,6,77,7,2,dalot,mctominay,pass,f,martinelli,27.3,11.3,34.6,14.1,,
77,7,77,8,2,mctominay,,dribble,f,martinelli,34.6,14.1,40,18.4,,
77,8,77,9,2,mctominay,fernandes,pass,f,martinelli,40,18.4,56,29.6,,
77,10,,,2,white,,won,loose.ball,fernandes,65.3,34.3,,,,
