start_m,start_s,end_m,end_s,half,from,to,type,subtype,nearest_pressure,start_x,start_y,end_x,end_y,press_x,press_y
77,10,77,11,2,white,odegaard,pass,f,fernandes,65.3,34.3,55.6,37,,
77,12,77,13,2,odegaard,martinelli,pass,f,fernandes,55.6,37,45.9,33.8,,
77,13,77,17,2,martinelli,,dribble,f,mctominay,45.9,33.8,35.1,45.7,,
77,17,77,18,2,martinelli,odegaard,pass,s,,35.1,45.7,39.5,52,,
77,18,77,19,2,odegaard,,dribble,f,mctominay,39.5,52,33.4,54.8,,
77,19,77,22,2,odegaard,cedric,pass,f,mctominay,33.4,54.8,20,61.9,,
77,22,77,23,2,cedric,odegaard,pass,b.a,telles,20,61.9,30.7,57.8,,
77,24,77,25,2,odegaard,elneny,pass,s,rashford,30.7,57.8,28.2,52.9,,
77,25,77,27,2,elneny,odegaard,pass,s,fernandes,28.2,52.9,35.7,53.1,,
77,27,77,28,2,odegaard,xhaka,pass,s,fernandes,35.7,53.1,35.7,47.6,,
77,28,77,31,2,xhaka,cedric,pass,f,lingard,35.7,47.6,14.2,66.3,,
77,33,77,34,2,cedric,elneny,pass,b,telles,14.2,66.3,23.7,65.4,,
77,34,77,35,2,elneny,odegaard,pass,s,mctominay,23.7,65.4,23.4,61.5,,
77,35,77,36,2,odegaard,elneny,pass,s,mctominay,23.4,61.5,27,65.5,,
77,37,77,38,2,elneny,white,pass,s,mctominay,27,65.5,25.5,56.2,,
77,38,77,39,2,white,nketiah,pass,f,fernandes,25.5,56.2,13.3,48.7,,
77,39,77,42,2,nketiah,,dribble,f,varane,13.3,48.7,7.3,53.1,,
77,42,77,43,2,nketiah,cedric,pass,s,varane,7.3,53.1,12.8,62.7,,
77,43,77,44,2,cedric,odegaard,pass,s,varane,12.8,62.7,12.4,56.5,,
77,44,77,47,2,odegaard,,dribble,s,varane,12.4,56.5,12.7,65.4,,
77,48,77,49,2,odegaard,elneny,pass,b.a,rashford,12.7,65.4,19.4,60.8,,
77,49,77,51,2,elneny,cedric,pass,s,fernandes,19.4,60.8,21.4,65.8,,
77,51,77,52,2,cedric,odegaard,pass,f,rashford,21.4,65.8,18.4,66.7,,
77,52,77,56,2,odegaard,,dribble,f,fernandes,18.4,66.7,18,66.7,,
77,56,,,2,fernandes,,won,tackled,,19,66.3,,,,
77,57,,,2,elneny,,clearance,out,ronaldo,24,66.7,24,68,,
78,29,,,2,ronaldo,,set,throwin,,46.8,68.1,,,,
78,31,,,2,white,,won,intercepted.throwin,,65.1,66.3,,,,
78,31,,,2,white,elneny,pass,f,elanga,65.1,66.3,55.5,65.2,,
78,34,,,2,fernandes,,won,loose.ball,,49.7,65.1,,,,
78,34,78,35,2,fernandes,lingard,pass,b,elneny,49.7,65.1,46.4,65.1,,
79,23,79,27,2,lindelof,,dribble,f,nketiah,43.7,27.1,58.1,22.5,,
79,32,,,2,ramsdale,,won,loose.ball,,101.6,24.9,28.9,,,
79,35,79,54,2,ramsdale,,carry,,lingard,101.6,24.9,28.9,,,
80,1,,,2,tavares,sancho,won,shielded.so.out,,32.8,3.5,,,,
80,15,,,2,tavares,,set,throwin,,27.1,0.5,,,,
80,15,80,16,2,tavares,nketiah,pass,f,,27.1,0.5,22.8,11.3,,
80,17,,,2,sancho,,won,intercepted.p,nketiah,21.4,6.8,,,,
80,17,80,20,2,sancho,,dribble,b,nketiah,21.4,6.8,5.7,5.9,,
80,21,80,22,2,sancho,dalot,pass,f.d,nketiah,5.7,5.9,12,4,,
80,22,80,23,2,dalot,lindelof,pass,b,,12,4,7.6,12,,
80,23,80,27,2,lindelof,,dribble,f,,7.6,12,19.5,24.9,,
80,27,80,28,2,lindelof,fernandes,pass,f,,19.5,24.9,24.3,23.8,,
80,29,80,31,2,fernandes,,dribble,s,elneny,24.3,23.8,23.4,16.8,,
80,31,80,33,2,fernandes,ronaldo,pass,f,elneny,23.4,16.8,47.6,11.1,,
80,33,80,34,2,gabriel,,won,intercepted.p,sancho,52.3,14.5,,,,
80,37,,,2,dalot,,won,aerial.won,,29,7.7,,,,
80,37,,,2,dalot,ronaldo,pass,f,,29,7.7,47.2,9.2,47.3,9.2
80,38,80,29,2,ronaldo,mctominay,pass,f,tavares,47.2,9.2,36.9,15.7,,
80,39,80,40,2,mctominay,,dribble,s,xhaka,36.9,15.7,34.8,19.6,,
80,40,80,42,2,mctominay,varane,pass,s,,34.8,19.6,32.3,41.5,,
80,42,80,43,2,varane,,dribble,f,,32.3,41.5,38.4,43.8,,
80,43,80,45,2,varane,telles,pass,f,,38.4,43.8,50.9,62.7,,
80,45,80,46,2,telles,lingard,pass,s,odegaard,50.9,62.7,54.1,58.8,,
80,48,,,2,lingard,mctominay,pass,s,,54.1,58.8,52.3,48.1,,
80,49,80,50,2,mctominay,,dribble,f,,52.3,48.1,55.4,45,,
80,52,81,12,2,ramsdale,,collect,,,97.3,40.1,,,,
81,15,,,2,ramsdale,,pass,f,,91.9,29.5,,,,
81,19,,,2,varane,,won,intcepted.longball,,33.4,27,,,,
81,29,,,2,tavares,,set,throwin,,52.2,0.1,,,,
81,29,81,31,2,tavares,gabriel,pass,,,52.2,0.1,66.9,3.5,,
81,31,81,33,2,gabriel,,dribble,s,sancho,66.9,3.5,67.9,10.6,,
81,34,81,36,2,gabriel,tavares,pass,f,sancho,67.9,10.6,58.8,2.5,,
81,36,81,37,2,tavares,,dribble,f,fernandes,58.8,2.5,55.3,2.9,,
81,37,81,38,2,tavares,nketiah,pass,f,fernandes,55.3,2.9,48.1,9.6,,
82,13,,,2,gabriel,,set,freekick,lindelof,50,13.3,,,,
82,13,82,14,2,gabriel,nketiah,set,freekick,lindelof,50,13.3,24.3,20.2,,
82,16,82,17,2,nketiah,odegaard,pass,s,lindelof,24.3,20.2,24.3,40.6,,
82,18,82,19,2,odegaard,tavares,pass,f,varane,24.3,40.6,14,35.1,,
82,19,82,21,2,tavares,,dribble,b.a,lindelof,14,35.1,16.1,38.2,,
82,23,,,2,rashford,,won,intercepted.p,odegaard,27.5,53.8,,,,
82,23,82,25,2,rashford,,dribble,b,odegaard,27.5,53.8,21.9,57.8,,
82,25,82,26,2,rashford,varane,pass,s,odegaard,21.9,57.8,13.4,49.9,,
82,28,82,29,2,varane,de_gea,pass,b,odegaard,13.4,49.9,3.4,33.4,,
82,29,82,31,2,de_gea,,dribble,s,odegaard,3.1,33.4,3,28.6,,
82,31,,,2,de_gea,,clearance,,odegaard,3,28.6,,,,
82,35,,,2,xhaka,,won,loose.ball,,48.5,7.5,,,,
82,35,82,36,2,xhaka,,dribble,b,,48.5,7.5,59.9,13.8,,
82,37,82,39,2,xhaka,white,pass,s,,59.9,13.8,63.7,41,,
82,41,,,2,white,cedric,pass,s,lingard,63.7,41,65,57.2,,
82,41,82,44,2,cedric,,dribble,b,lingard,65,57.2,72.7,55,,
82,44,82,45,2,cedric,holding,pass,b,lingard,72.7,55,83,48.5,,
82,45,82,47,2,holding,gabriel,pass,s,lingard,83,48.5,84.7,20,,
82,47,82,49,2,gabriel,,dribble,s,lingard,84.7,20,84.3,12,,
83,21,83,22,2,varane,mata,pass,f,,38.4,39.4,41.7,45.9,,
83,23,83,28,2,mata,,dribble,f,,41.7,45.9,55,51.6,,
83,28,83,30,2,mata,lindelof,pass,b,,55,51.6,43.4,27.3,,
83,31,83,32,2,lindelof,,dribble,f,,43.4,27.3,47.9,27.4,,
83,32,83,33,2,lindelof,dalot,pass,f,,47.9,27.4,54.3,9.6,,
83,35,,,2,dalot,sancho,pass,f,,54.3,9.6,65.9,3.3,,
83,37,83,38,2,sancho,dalot,pass,s,tavares,65.9,3.3,59.9,12.7,,
83,38,83,39,2,dalot,,dribble,s,martinelli,59.9,12.7,59.9,17.7,,
83,39,83,40,2,dalot,mctominay,pass,s,martinelli,59.9,17.7,57.3,39.7,,
83,40,83,44,2,mctominay,,dribble,f,odegaard,57.3,39.7,61.4,41,,
83,48,,,2,ramsdale,,collect,,,101.9,41.4,,,,
84,14,,,2,mctominay,,won,aerial.won,,44.4,16.8,,,,
84,16,,,2,elneny,,won,loose.header,,45.6,26,,,,
84,17,,,2,mctominay,,won,loose.header,,44.6,20.3,,,,
84,18,,,2,elneny,,won,loose.header,lingard,47.1,26,,,,
84,20,84,21,2,elneny,odegaard,pass,s,lingard,47.1,26,46.5,43.7,,
84,22,84,23,2,odegaard,cedric,pass,s,matic,46.5,43.7,43,60.3,,
84,26,84,26,2,cedric,odegaard,pass,s,telles,43,60.3,43.7,55.3,,
84,27,84,28,2,odegaard,cedric,pass,s,matic,43.7,55.3,40.8,62.2,,
84,28,84,29,2,cedric,elneny,pass,f,matic,40.8,62.2,34.5,57.9,,
84,29,84,31,2,elneny,,dribble,s,varane,34.5,57.9,37.4,60.3,,
84,31,,,2,elneny,cedric,pass,b.a,varane,37.4,60.3,46.1,64.9,,
84,32,84,32,2,cedric,elneny,pass,f,varane,46.1,64.9,41.6,67,,
84,33,84,34,2,elneny,odegaard,pass,s,telles,41.6,67,41.3,62.4,,
84,34,84,35,2,odegaard,cedric,pass,b.a,varane,41.3,62.4,46.2,66,,
84,37,,,2,de_gea,,collect,,,5.2,56.2,,,,
84,37,84,43,2,de_gea,,dribble,s,,5.2,56.2,5.2,48.6,,
84,43,84,44,2,de_gea,lindelof,pass,f,,5.2,48.6,12.4,30,,
84,44,84,48,2,lindelof,,dribble,f,,12.4,30,26.6,29.2,,
84,48,84,49,2,lindelof,mctominay,pass,s,,26.6,29.2,31.6,38.6,,
84,49,84,52,2,mctominay,,dribble,f,nketiah,31.6,38.6,40.2,47.9,,
84,52,84,53,2,mctominay,ronaldo,pass,f,,40.2,47.9,48.2,65.7,,
84,53,84,57,2,ronaldo,,dribble,f,odegaard,48.2,65.7,77.5,65.7,,
84,57,84,59,2,ronaldo,telles,pass,f,odegaard,77.5,65.7,89.4,66.1,,
84,59,85,2,2,telles,,dribble,f,cedric,89.4,66.1,98.2,66.3,,
85,2,,,2,telles,ronaldo,pass,b,odegaard,98.2,66.3,94,66.1,,
85,3,85,5,2,ronaldo,,dribble,f,elneny,94,66.1,100.4,60.3,,
85,6,85,10,2,holding,,clearance,out,,93.2,53.2,76.4,68,,
85,16,,,2,telles,,set,throwin,,78.2,67.6,,,,
85,16,85,17,2,telles,mata,pass,b.a,,78.2,67.6,72.2,66.3,,
85,19,85,21,2,mata,,dribble,s,nketiah,72.2,66.3,72.6,61.5,,
85,21,85,22,2,mata,mctominay,pass,b.a,nketiah,72.6,61.5,64.5,58.9,,
85,22,85,26,2,mctominay,,dribble,f,nketiah,64.5,58.9,68.4,58.4,,
85,26,85,28,2,mctominay,lindelof,pass,b.a,nketiah,68.4,58.4,62.5,42.8,,
85,29,,,2,lindelof,mata,pass,s,,62.5,42.8,60.6,47.9,,
85,31,85,33,2,mata,,dribble,f,,60.6,47.9,66.3,52,,
85,33,85,33,2,mata,rashford,pass,f,,66.3,52,69.8,58.2,,
85,33,85,35,2,rashford,varane,pass,b,,69.8,58.2,58.9,51.3,,
85,35,85,36,2,varane,,dribble,s,,58.9,51.3,59.6,46.5,,
85,36,85,37,2,varane,lingard,pass,s,,59.6,46.5,62.9,21,,
85,37,85,39,2,lingard,,dribble,f,,62.9,21,68.5,20.3,,
85,39,85,40,2,lingard,dalot,pass,f,,68.5,20.3,73.3,6.3,,
85,42,85,43,2,dalot,lingard,pass,b.a,tavares,73.3,6.3,65.1,17,,
85,44,,,2,lingard,varane,pass,s,,65.1,17,57,41.5,,
85,46,85,47,2,varane,telles,pass,f,,57,41.5,65.2,53.6,,
85,48,85,50,2,telles,,dribble,f,,65.2,53.6,69.4,54.4,,
85,50,85,51,2,telles,rashford,pass,,,69.4,54.4,77.4,53.8,,
85,51,85,52,2,rashford,,dribble,f,cedric,77.4,53.8,83.2,53,,
85,52,,,2,white,,won,intercepted.p,,83.3,51.6,,,,
85,53,,,2,lingard,,won,intercepted.p,elneny,79.8,51.2,,,,
85,53,85,56,2,lingard,,dribble,s,,79.8,51.2,79.5,60.8,,
85,56,85,57,2,lingard,telles,pass,b.a,,79.5,60.8,72.5,61.1,,
85,57,85,58,2,telles,mata,pass,b,odegaard,72.5,61.1,67.2,57.5,,
85,58,85,59,2,mata,telles,pass,f,odegaard,67.2,57.5,72.8,62.5,,
85,59,86,2,2,telles,,dribble,f,odegaard,72.8,62.5,79.1,63.6,,
86,4,,,2,holding,,clearance,header,,96.3,40,,,,
86,6,,,2,matic,,won,loose.header,,78.9,42.8,,,,
86,7,,,2,holding,,clearance,volley,lingard,90.3,36.9,,,,
86,10,,,2,varane,,won,loose.ball,,61.2,45.5,,,,
86,12,,,2,elneny,,won,loose.ball,,75.1,42.9,,,,
86,12,86,13,2,elneny,xhaka,pass,f,,75.1,42.9,73,37.7,,
86,14,86,16,2,xhaka,cedric,pass,s,lingard,73,37.7,76.4,51.4,,
86,17,,,2,cedric,odegaard,pass,f,rashford,76.4,51.4,68.9,51.1,,
86,18,86,19,2,odegaard,elneny,pass,b,rashford,68.9,51.1,75.9,45.1,,
86,19,86,21,2,elneny,,dribble,f,,75.9,45.1,73.7,39.6,,
86,21,86,23,2,elneny,gabriel,pass,s,lingard,73.7,39.6,76.6,25.5,,
86,23,86,25,2,gabriel,,dribble,f,,76.6,25.5,67.7,21.6,,
86,25,86,27,2,gabriel,tavares,pass,f,sancho,67.7,21.6,43.6,3.5,,
86,27,86,29,2,tavares,,dribble,f,sancho,43.6,3.5,33.1,3.2,,
86,30,86,31,2,tavares,gabriel,pass,b,sancho,33.1,3.2,49.8,11.2,,
86,31,86,34,2,gabriel,,dribble,f,,49.8,11.2,48.1,18.5,,
86,34,86,37,2,gabriel,cedric,pass,f,lingard,48.1,18.5,39.1,64,,
86,37,86,40,2,cedric,,dribble,f,,39.1,64,31.2,61.8,,
86,41,86,41,2,cedric,xhaka,pass,s,rashford,31.2,61.8,32,52.2,,
86,41,86,43,2,xhaka,,dribble,s,,32,52.2,30.9,55.6,,
86,43,86,44,2,xhaka,cedric,pass,f,fernandes,30.9,55.6,27,62.5,,
86,45,86,46,2,cedric,xhaka,pass,b.a,telles,27,62.5,36.4,63,,
86,46,86,47,2,xhaka,,dribble,b,rashford,36.4,63,38.4,63,,
86,47,86,48,2,xhaka,white,pass,b,rashford,38.4,63,45.6,59.5,,
86,49,86,50,2,white,elneny,pass,s,rashford,45.6,59.5,42.3,53.5,,
86,50,86,51,2,elneny,xhaka,pass,f,lingard,42.3,53.5,35.8,63.9,,
86,53,86,54,2,xhaka,odegaard,pass,s,mata,35.8,63.9,35.7,60,,
86,55,86,56,2,odegaard,xhaka,pass,s,rashford,35.7,60,37.8,65.1,,
86,56,86,57,2,xhaka,elneny,pass,s,mata,37.8,65.1,38.1,57.6,,
86,58,,,2,varane,,won,aerial.won,,25.8,57.7,,,,
86,59,87,1,2,cedric,,won,loose.ball,telles,22.8,65.2,,,,
87,1,,,2,varane,,clearance,header,nketiah,20.4,51.9,,,,
87,3,,,2,odegaard,,won,loose.ball,mctominay,28.3,52,,,,
87,3,87,4,2,odegaard,cedric,pass,s,mctominay,28.3,52,27.7,58.1,,
87,4,87,5,2,cedric,,dribble,,,27.7,58.1,32.1,58.2,,
87,5,87,7,2,cedric,xhaka,pass,b.a,,32.1,58.2,42.1,60.5,,
87,8,87,9,2,xhaka,white,pass,b,lingard,42.1,60.5,52.4,59.9,,
87,9,87,10,2,white,odegaard,pass,f,lingard,52.4,59.9,47.6,53.5,,
87,10,87,12,2,odegaard,,dribble,s,rashford,47.6,53.5,47.6,49.3,,
87,12,87,13,2,odegaard,martinelli,pass,s,rashford,47.6,49.3,39.1,34.7,,
87,13,,,2,sancho,,won,tackle,martinelli,38.4,33.4,,,,
87,14,87,14,2,sancho,lindelof,pass,b,martinelli,38.4,33.4,31.7,28.8,,
87,14,87,15,2,lindelof,dalot,pass,s,martinelli,31.7,28.8,25.8,23,,
87,15,87,17,2,dalot,sancho,pass,f,martinelli,25.8,23,35.8,19.9,,
87,17,87,19,2,sancho,,dribble,s,martinelli,35.8,19.9,34.5,9.1,,
87,19,87,21,2,sancho,lindelof,pass,b,martinelli,34.5,9.1,30.3,17.8,,
87,21,87,21,2,lindelof,mctominay,pass,f,martinelli,30.3,17.8,37.4,19.9,,
87,21,87,26,2,mctominay,,dribble,f,nketiah,37.4,19.9,56.5,32.8,,
87,26,87,28,2,mctominay,mata,pass,s,odegaard,56.5,32.8,51.2,47.6,,
87,28,87,29,2,mata,,dribble,f,,51.2,47.6,57.8,47.1,,
87,29,87,34,2,mata,sancho,pass,longball,,57.8,47.1,86.9,6.6,,
87,34,87,36,2,sancho,,dribble,s,martinelli,86.9,6.6,87.9,3.9,,
87,37,87,39,2,sancho,dalot,pass,s,martinelli,87.9,3.9,85.1,12.1,,
87,39,87,40,2,dalot,mata,pass,s,tavares,85.1,12.1,80.1,19.4,,
87,40,87,41,2,mata,,dribble,s,elneny,80.1,19.4,80.5,14.7,,
87,41,87,42,2,mata,sancho,pass,s,elneny,80.5,14.7,80,7.4,,
87,43,87,45,2,sancho,mata,pass,f,martinelli,80,7.4,92.6,6.9,,
87,45,87,48,2,mata,,dribble,b,tavares,92.6,6.9,81.5,7.4,,
87,48,87,49,2,mata,lindelof,pass,b,tavares,81.5,7.4,75.1,10.9,,
87,49,87,50,2,lindelof,mata,pass,s,nketiah,75.1,10.9,75.7,6.9,,
87,50,87,52,2,mata,varane,pass,b,,75.7,6.9,61.5,23.9,,
87,52,87,53,2,varane,mctominay,pass,f,,61.5,23.9,70.6,27.6,,
87,54,87,56,2,mctominay,telles,pass,s,,70.6,27.6,72.5,56,,
87,59,,,2,holding,,clearance,header,lingard,95.7,39.4,,,,
88,0,,,2,rashford,,won,intercept.ball,,80.4,47.2,,,,
88,1,88,3,2,rashford,telles,pass,s,odegaard,80.4,47.2,79.6,62.5,,
88,4,88,5,2,telles,rashford,pass,s,,79.6,62.5,77.8,56.1,,
88,5,88,8,2,rashford,,dribble,s,odegaard,77.8,56.1,75.8,42.5,,
88,8,88,9,2,rashford,lindelof,pass,b,xhaka,75.8,42.5,66.8,40.8,,
88,9,88,11,2,lindelof,,dribble,s,,66.8,40.8,66.9,35.9,,
88,11,88,12,2,lindelof,dalot,pass,s,nketiah,66.9,35.9,67.2,21.2,,
88,12,88,13,2,dalot,sancho,pass,f,martinelli,67.2,21.2,74.6,9.1,,
88,17,88,19,2,sancho,lingard,pass,f,tavares,74.6,9.1,95.5,11.4,,
88,20,88,21,2,lingard,sancho,pass,b,holding,95.5,11.4,93.3,5.3,,
88,24,88,25,2,sancho,lingard,pass,s,tavares,93.3,5.3,95.8,11.2,,
88,26,,,2,martinelli,,won,shielded.so.out,,103,6,,,,
89,19,,,2,ramsdale,,set,goalkick,,103,32,,,,
89,23,,,2,varane,,won,aerial.won,nketiah,31.7,28.1,,,,
89,26,,,2,gabriel,,won,loose.ball,,59.5,23.1,,,,
89,28,89,29,2,gabriel,holding,pass,b,,59.5,23.1,70.8,29.1,,
89,29,89,30,2,holding,,dribble,s,rashford,70.8,29.1,70.9,34.4,,
89,30,89,33,2,holding,cedric,pass,f,rashford,70.9,34.4,59.5,63.1,,
89,33,89,35,2,cedric,,dribble,s,lingard,59.5,63.1,60.2,53.6,,
89,35,89,36,2,lingard,xhaka,pass,s,lingard,60.2,53.6,59.5,43.2,,
89,37,89,40,2,xhaka,gabriel,pass,s,sancho,59.5,43.2,58.5,15,,
89,40,89,43,2,gabriel,,dribble,b,sancho,58.5,15,68.6,8.1,,
90,45,,,2,gabriel,,set,freekick,,67.5,8.2,,,,
90,51,,,2,dalot,,won,loose.ball,martinelli,1.8,11,,,,
90,54,90,56,2,dalot,lindelof,pass,f,martinelli,1.8,11,11.7,24.8,,
90,56,91,4,2,lindelof,,dribble,f,,11.7,24.8,52.8,31.6,,
91,4,91,7,2,lindelof,varane,pass,b.a,nketiah,52.8,31.6,41,56.9,,
91,7,91,8,2,varane,mata,pass,f,,41,56.9,57.7,63.6,,
91,9,91,11,2,mata,varane,pass,b.a,odegaard,57.7,63.6,48.9,59.5,,
91,11,91,12,2,varane,,dribble,f,,48.9,59.5,54,55.3,,
91,15,,,2,gabriel,,clearance,header,rashford,88.9,31.9,,,,
91,16,,,2,xhaka,,won,loose.ball,,77.5,29.9,,,,
91,16,91,19,2,xhaka,,dribble,f,ronaldo,77.5,29.9,74.9,26.6,,
91,19,91,22,2,xhaka,odegaard,pass,s,ronaldo,74.9,26.6,77,58,,
91,22,91,23,2,odegaard,tomiyasu,pass,s,telles,77,58,82.6,54.1,,
91,23,91,24,2,tomiyasu,odegaard,pass,f,mata,82.6,54.1,76.8,58.3,,
91,25,91,26,2,odegaard,elneny,pass,f,mata,76.8,58.3,78.6,53,,
91,26,91,28,2,elneny,tomiyasu,pass,f,tomiyasu,78.6,53,48.2,61.2,,
91,28,91,32,2,tomiyasu,,dribble,f,,48.2,61.2,28.6,66.9,,
92,0,,,2,odegaard,,set,freekick,,26.9,68.1,,,,
92,0,92,1,2,odegaard,elneny,pass,s,,26.9,68.1,31.7,66,,
92,1,92,2,2,elneny,tomiyasu,pass,f,mata,31.7,66,22.6,64.5,,
92,2,92,4,2,tomiyasu,odegaard,pass,s,telles,22.6,64.5,25.5,67.6,,
92,4,,,2,mata,,won,tackled,odegaard,25.7,67.9,,,,
92,6,92,7,2,mata,rashford,pass,f,odegaard,25.7,67.9,30.8,66.1,,
92,7,92,9,2,rashford,,dribble,s,odegaard,30.8,66.1,28.4,58.4,,
92,9,92,10,2,rashford,mctominay,pass,s,odegaard,28.4,58.4,23.4,52,,
92,10,92,15,2,mctominay,,dribble,s,nketiah,23.4,52,25,33.3,,
92,15,92,17,2,mctominay,dalot,pass,f,nketiah,25,33.3,34.6,8.9,,
92,17,92,19,2,dalot,,dribble,f,martinelli,34.6,8.9,47,8.3,,
92,19,92,20,2,dalot,lingard,pass,f,martinelli,47,8.3,59.2,22.1,,
92,20,92,21,2,lingard,,dribble,s,gabriel,59.2,22.1,59.5,17.8,,
92,24,,,2,tavares,,won,duel.won,dalot,94.8,9.2,,,,
92,24,92,27,2,tavares,,dribble,b,dalot,94.8,9.2,98.6,6.1,,
92,27,92,28,2,tavares,martinelli,pass,f,dalot,98.6,6.1,88.1,6.5,,
92,29,92,30,2,martinelli,xhaka,pass,s,lingard,88.1,6.5,81.4,12.4,,
92,31,92,32,2,xhaka,nketiah,pass,f,lingard,81.4,12.4,67.6,7.5,,
92,32,92,33,2,nketiah,martinelli,pass,s,mctominay,67.6,7.5,73,3.5,,
92,33,92,34,2,martinelli,nketiah,pass,s,mctominay,73,3.5,68.7,9.8,,
92,35,92,36,2,nketiah,xhaka,pass,b,sancho,68.7,9.8,74.7,17.8,,
92,36,92,37,2,xhaka,elneny,pass,s,sancho,74.7,17.8,71.2,26.7,,
92,37,92,38,2,elneny,,dribble,s,,71.2,26.7,71.2,28.7,,
92,38,92,40,2,elneny,odegaard,pass,s,,71.2,28.7,59,49.3,,
92,40,92,42,2,odegaard,,dribble,f,mata,59,49.3,48.3,49.6,,
92,42,,,2,mata,odegaard,won,tackled,,47.9,49.9,,,,
92,42,92,49,2,mata,,dribble,f,elneny,47.9,49.9,79.6,56.9,,
92,50,,,2,ramsdale,,shot.defence,collect,,97.1,34,,,,
92,50,92,4,2,ramsdale,,dribble,f,,97.1,34,90.7,27.5,,
93,4,93,5,2,ramsdale,elneny,pass,f,lingard,90.7,27.5,75.9,30.3,,
93,5,93,9,2,elneny,,dribble,f,rashford,75.9,30.3,62.8,48.4,,
93,9,93,12,2,elneny,tomiyasu,pass,f,rashford,62.8,48.4,56.6,63.9,,
93,13,93,15,2,tomiyasu,,dribble,b,,56.6,63.9,59.1,64.3,,
93,15,93,15,2,tomiyasu,xhaka,pass,s,lingard,59.1,64.3,58.3,57.1,,
93,15,93,15,2,xhaka,tomiyasu,pass,s,lingard,58.3,57.1,58.3,57.1,,
93,17,93,19,2,tomiyasu,,dribble,f,lingard,64.7,64,59.9,68,,
93,30,,,2,telles,,set,throwin,nketiah,41.6,68.2,,,,
93,33,93,35,2,varane,lindelof,pass,s,nketiah,30.5,54.1,29.4,37.3,,
93,36,93,37,2,lindelof,dalot,pass,f,nketiah,29.4,37.3,35,10.4,,
93,40,93,41,2,dalot,lindelof,pass,b,martinelli,35,10.4,22.7,18.5,,
93,43,93,44,2,lindelof,varane,pass,s,nketiah,22.7,18.5,30.3,48.3,,
93,44,93,46,2,varane,,dribble,,,30.3,48.3,34.5,51.7,,
93,46,93,47,2,varane,telles,pass,f,,34.5,51.7,46.7,63.9,,
93,47,93,50,2,telles,mctominay,pass,s,,46.7,63.9,45.8,53.9,,
93,50,93,52,2,mctominay,lindelof,pass,s,elneny,45.8,53.9,41.5,28.6,,
93,52,93,54,2,lindelof,,dribble,f,,41.5,28.6,44.3,26.1,,
93,54,93,55,2,lindelof,sancho,pass,s,sancho,44.3,26.1,54.5,10.2,,
93,55,93,59,2,sancho,,dribble,s,,54.5,10.2,55.4,17.8,,